tool_id,data_tapor,repository_tapor,url_tapor,name_tapor-api,detail,name,QId,url_image,star_average,_ - tools - _ - attribute_value_ids - attribute_value_ids,_ - attribute_values - _ - id,_ - attribute_values - _ - name
,,,,,,,,,,63,,
,,,,,,,,,,79,,
,,,,,,,,,,82,,
,,,,,,,,,,86,,
1210,"{""id"":1210,""user_id"":1,""name"":""MySQL"",""detail"":""\u003cp\u003eA software application that enables relational databases to be created, managed and queried. The database management system enables multiple users to access a database through an appropriate interface. As an open source tool, MySQL underpins a number of free software projects, such as WordPress, phpBB and other software built on a LAMP infrastructure. Although widely used, there are a number of performance issues that limit its use in some environments. For example, it is unable to use multiple CPU cores to process a single query, potentially limiting its use as a data warehouse.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eX/Open XA distributed transaction processing (DTP) support\u003c/p\u003e\u003cp\u003eConnector/ODBC enables connection to a MySQL server using the Open Database Connectivity (ODBC) API\u003c/p\u003e\u003cp\u003eConnector/NET enables developers to create .NET applications that use data stored in a MySQL database\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1210.jpg"",""creators_name"":""Sun Microsystems"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.mysql.com/"",""last_updated"":""2021-12-09"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1210-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.mysql.com/,MySQL,"A software application that enables relational databases to be created, managed and queried. The database management system enables multiple users to access a database through an appropriate interface. As an open source tool, MySQL underpins a number of free software projects, such as WordPress, phpBB and other software built on a LAMP infrastructure. Although widely used, there are a number of performance issues that limit its use in some environments. For example, it is unable to use multiple CPU cores to process a single query, potentially limiting its use as a data warehouse.Features: X/Open XA distributed transaction processing (DTP) supportConnector/ODBC enables connection to a MySQL server using the Open Database Connectivity (ODBC) APIConnector/NET enables developers to create .NET applications that use data stored in a MySQL database",MySQL,,https://tapor.ca/images/tools/2/1210.jpg,0,90,,
1211,"{""id"":1211,""user_id"":1,""name"":""SQL Server"",""detail"":""\u003cp\u003eA server-side software application that enables databases conformant to a relational data model to be created, managed and queried. Information, most commonly text may be stored as one or more records contained within a table. The table may exist in isolation or have some relationship to other tables. Information may be manipulated using a set of T-SQL or ANSI SQL commands. Several editions of SQL Server 2014 are available, including SQL Server Business Intelligence, Developer, Enterprise, Express, Standard and Web. \u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eService Broker\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eReplication Services using transaction, merge, or snapshot replication\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eAnalysis functionality to perform data mining, OLAP and other services\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eReport generation services\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eEnterprise scalability across compute, networking, and storage\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eConsistent data platform on-premises to cloud\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eEasy integration with Microsoft Azure\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1211.jpg"",""creators_name"":""Microsoft"",""creators_email"":null,""creators_url"":""https://www.microsoft.com/"",""star_average"":0.0,""url"":""https://www.microsoft.com/en-ca/sql-server/sql-server-2017"",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1211-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.microsoft.com/en-ca/sql-server/sql-server-2017,SQL Server,"A server-side software application that enables databases conformant to a relational data model to be created, managed and queried. Information, most commonly text may be stored as one or more records contained within a table. The table may exist in isolation or have some relationship to other tables. Information may be manipulated using a set of T-SQL or ANSI SQL commands. Several editions of SQL Server 2014 are available, including SQL Server Business Intelligence, Developer, Enterprise, Express, Standard and Web. Features: Service BrokerReplication Services using transaction, merge, or snapshot replicationAnalysis functionality to perform data mining, OLAP and other servicesReport generation servicesEnterprise scalability across compute, networking, and storageConsistent data platform on-premises to cloudEasy integration with Microsoft Azure",Microsoft SQL Server,,https://tapor.ca/images/tools/2/1211.jpg,0,89,,
,,,,,,,,,,90,,
1213,"{""id"":1213,""user_id"":1,""name"":""OmniPage"",""detail"":""\u003cp\u003eA software tool capable of performing Optical Character Recognition (OCR) upon a set of images. It was one of the first OCR recognition software to be developed. It was developed in the late 1980s and sold by Caere Corporation. It is currently owned by  Kofax Inc. It achieves the task by analysing pixel sets and in an image and cross-matching them to a dictionary of words. Omnipage automates large sections of the digitisation process enabling physical objects to be scanned, processed using the OCR software and exported to a document file format. Later versions of the software incorporate image enhancement features to improve scan quality (and recognition results) and better support for complex page layouts and forms.\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eIntegration with scanning software\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eMaintain layout of captured document\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1213.jpg"",""creators_name"":""Kofax Inc."",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.kofax.com/products/omnipage"",""last_updated"":""2021-12-09"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1213-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.kofax.com/products/omnipage,OmniPage,"A software tool capable of performing Optical Character Recognition (OCR) upon a set of images. It was one of the first OCR recognition software to be developed. It was developed in the late 1980s and sold by Caere Corporation. It is currently owned by  Kofax Inc. It achieves the task by analysing pixel sets and in an image and cross-matching them to a dictionary of words. Omnipage automates large sections of the digitisation process enabling physical objects to be scanned, processed using the OCR software and exported to a document file format. Later versions of the software incorporate image enhancement features to improve scan quality (and recognition results) and better support for complex page layouts and forms.Features: Integration with scanning softwareMaintain layout of captured document",OmniPage,,https://tapor.ca/images/tools/2/1213.jpg,0,,,
1214,"{""id"":1214,""user_id"":1,""name"":""Adobe Bridge"",""detail"":""\u003cp\u003eAdobe Bridge is a media management application used for organizing, browsing, locating, and viewing creative assets. It was provided as a part of the Adobe Creative Suite, beginning with CS2, and is now in version CS5\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eTightly integrated with other Adobe suite software (except for the standalone version of Adobe Acrobat 8)\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eExtensible through use of Javascript\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1214.jpg"",""creators_name"":""Adobe Systems Incorporated"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.adobe.com/products/bridge.html"",""last_updated"":""2021-12-09"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1214-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.adobe.com/products/bridge.html,Adobe Bridge,"Adobe Bridge is a media management application used for organizing, browsing, locating, and viewing creative assets. It was provided as a part of the Adobe Creative Suite, beginning with CS2, and is now in version CS5Features: Tightly integrated with other Adobe suite software (except for the standalone version of Adobe Acrobat 8)Extensible through use of Javascript",Adobe Bridge,,https://tapor.ca/images/tools/2/1214.jpg,0,89,,
1215,"{""id"":1215,""user_id"":1,""name"":""Adobe Illustrator"",""detail"":""\u003cp\u003eAdobe Illustrator is a comprehensive vector graphics environment that is ideal for all creative professionals, including web and interactive designers and developers, multimedia producers, motion graphics and visual effects designers, animators, and video professionals. Adobe Creative Suite products, including Illustrator, have recently moved to a subscription based service model.  Adobe Illustrator CS6 was the last version released on disk. Adobe Illustrator Creative Cloud is now available starting at $19.99/month.\u003c/p\u003e\u003cp\u003eFeatures of Adobe Illustrator CC include: \u003c/p\u003e\u003cp\u003eUse powerful creative tools\u003c/p\u003e\u003cp\u003eBoost productivity\u003c/p\u003e\u003cp\u003eDeliver virtually anywhere\u003c/p\u003e\u003cp\u003eTightly integrated with other Adobe suite software\u003c/p\u003e\u003cp\u003eRaster and type-in vector format support\u003c/p\u003e\u003cp\u003eMobile and tablet suport\u003c/p\u003e\u003cp\u003e Cloud storage\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1215.jpg"",""creators_name"":""Adobe Systems Incorporated"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1215-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,Adobe Illustrator,"Adobe Illustrator is a comprehensive vector graphics environment that is ideal for all creative professionals, including web and interactive designers and developers, multimedia producers, motion graphics and visual effects designers, animators, and video professionals. Adobe Creative Suite products, including Illustrator, have recently moved to a subscription based service model.  Adobe Illustrator CS6 was the last version released on disk. Adobe Illustrator Creative Cloud is now available starting at $19.99/month.Features of Adobe Illustrator CC include: Use powerful creative toolsBoost productivityDeliver virtually anywhereTightly integrated with other Adobe suite softwareRaster and type-in vector format supportMobile and tablet suport Cloud storage",Adobe Illustrator,,https://tapor.ca/images/tools/2/1215.jpg,0,,,
1216,"{""id"":1216,""user_id"":1,""name"":""Adobe InDesign"",""detail"":""\u003cp\u003eInDesign is a desktop publishing (DTP) software application which can be used to create periodical publications, posters, flyers, brochures, magazines and books. The latest version, InDesign CS5.5 , is the twelfth generation in the product line.\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eTightly integrated with other Adobe suite software\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eDynamic cross-reference support that updates content when moved within a document\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eSpread rotation\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eSmart guides (Quickly align space, rotate, and resize single or multiple objects with the help of dynamic guides.)\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eConditional text (Deliver multiple versions of a document for different users, all from a single Adobe InDesign source file. Hide text at paragraph, word, and even character level without relying on layers. The remaining text and anchored objects automatically reflow in the layout.)\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eSmart Text Reflow (Automatically add pages at the end of a story, selection, or document when text is overset using this new preference.)\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eLive Preflight\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1216.jpg"",""creators_name"":""Adobe Systems Incorporated"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""http://adobe.com/products/indesign/"",""last_updated"":""2021-12-09"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1216-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://adobe.com/products/indesign/,Adobe InDesign,"InDesign is a desktop publishing (DTP) software application which can be used to create periodical publications, posters, flyers, brochures, magazines and books. The latest version, InDesign CS5.5 , is the twelfth generation in the product line.Features: Tightly integrated with other Adobe suite softwareDynamic cross-reference support that updates content when moved within a documentSpread rotationSmart guides (Quickly align space, rotate, and resize single or multiple objects with the help of dynamic guides.)Conditional text (Deliver multiple versions of a document for different users, all from a single Adobe InDesign source file. Hide text at paragraph, word, and even character level without relying on layers. The remaining text and anchored objects automatically reflow in the layout.)Smart Text Reflow (Automatically add pages at the end of a story, selection, or document when text is overset using this new preference.)Live Preflight",Adobe InDesign,,https://tapor.ca/images/tools/2/1216.jpg,0,83,,
1217,"{""id"":1217,""user_id"":1,""name"":""Adobe After Effects"",""detail"":""\u003cp\u003eAfter Effects is a digital motion graphics and compositing software. After Effects allows users to animate, alter, and composite media in 2d and 3d space with various built-in tools and third party plug-ins, as well as individual attention to variables like parallax and user-adjustable angle of observation. The latest version, CS5.5, is the twentieth generation in the product line.\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eTightly integrated with other Adobe suite software\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eSearchable timelines and projects\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eIndependent keyframing of x, y, z values\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eCartoon effect\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003elayer-oriented\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eAnimate and composite flexibly in 2D and 3D\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eCreate and animate text and vector graphics\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eChoose among extensive visual effects\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eFluidly key, mask, rotoscope, and paint composites\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eTake control of motion and keyframes\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eAutomate with scripting\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eWork with 32-bit audio\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eGain professional results for every media type\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003ePaint and clone with nondestructive vector brushes\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eSave time with efficient tools and a customizable interface\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1217.jpg"",""creators_name"":""Adobe Systems Incorporated"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://helpx.adobe.com/support/after-effects.html"",""last_updated"":""2021-12-03"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1217-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://helpx.adobe.com/support/after-effects.html,Adobe After Effects,"After Effects is a digital motion graphics and compositing software. After Effects allows users to animate, alter, and composite media in 2d and 3d space with various built-in tools and third party plug-ins, as well as individual attention to variables like parallax and user-adjustable angle of observation. The latest version, CS5.5, is the twentieth generation in the product line.Features: Tightly integrated with other Adobe suite softwareSearchable timelines and projectsIndependent keyframing of x, y, z valuesCartoon effectlayer-orientedAnimate and composite flexibly in 2D and 3DCreate and animate text and vector graphicsChoose among extensive visual effectsFluidly key, mask, rotoscope, and paint compositesTake control of motion and keyframesAutomate with scriptingWork with 32-bit audioGain professional results for every media typePaint and clone with nondestructive vector brushesSave time with efficient tools and a customizable interface",Adobe After Effects,,https://tapor.ca/images/tools/2/1217.jpg,0,83,,
1220,"{""id"":1220,""user_id"":1,""name"":""SoundScriber"",""detail"":""\u003cp\u003eA software application for the playback of audio recordings. SoundScriber offers specific functionality for researchers that wish to transcribe a recording. It was originally developed for use in the Michigan Corpus of Academic Spoken English (MICASE) project and released for use by academics performing similar work.\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eAudio playback via installed audio codecs (e.g. Wav, MP3)\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003eVariable speed playback\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003e'Walking' support – playback of a small stretch of an audio stream several times to ensure accurate transcription is made, followed by an advancement to a new section of audio.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1220.jpg"",""creators_name"":""University of Michigan"",""creators_email"":""ebreck@umich.edu"",""creators_url"":null,""star_average"":0.0,""url"":""http://www-personal.umich.edu/~ebreck/code/sscriber/"",""last_updated"":""2021-12-03"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""http://www-personal.umich.edu/~ebreck/data/sscriber/sscriber-source.tgz"",""thumb_url"":""images/tools/2/1220-thumb.jpg"",""rating_count"":0,""recipes"":""""}",http://www-personal.umich.edu/~ebreck/data/sscriber/sscriber-source.tgz,http://www-personal.umich.edu/~ebreck/code/sscriber/,SoundScriber,"A software application for the playback of audio recordings. SoundScriber offers specific functionality for researchers that wish to transcribe a recording. It was originally developed for use in the Michigan Corpus of Academic Spoken English (MICASE) project and released for use by academics performing similar work.Features: Audio playback via installed audio codecs (e.g. Wav, MP3)Variable speed playback'Walking' support – playback of a small stretch of an audio stream several times to ensure accurate transcription is made, followed by an advancement to a new section of audio.",SoundScriber,,https://tapor.ca/images/tools/2/1220.jpg,0,,,
1221,"{""id"":1221,""user_id"":1,""name"":""Fedora Commons"",""detail"":""\u003cp\u003eFedora (Flexible Extensible Digital Object Repository Architecture) was originally developed by researchers at Cornell University as an architecture to store, manage, and access digital content in the form of digital objects. Fedora defines a set of abstractions for expressing digital objects, asserting relationships among digital objects, and linking behaviors to digital objects. Developed by the community and stewarded by Duraspace —  a nonprofit involved with open source technology projects including VIVO and DSpace — Fedora Commons implements the Fedora abstractions in an open source, modular repository system for managing and disseminating digital content. \u003c/p\u003e\u003cp\u003eFedora Commons is widely used in the academic sector as a basis for digital libraries, archives, or repository systems. Its worldwide installed user base includes academic and cultural heritage organizations, universities, research institutions, university libraries, national libraries, government agencies, and more.\u003c/p\u003e\u003cp\u003eManagement and maintenance of any digital content type and of metadata about content in any format\u003c/p\u003e\u003cp\u003eScale to millions of objects\u003c/p\u003e\u003cp\u003eAccess data via APIs (REST/SOAP)\u003c/p\u003e\u003cp\u003eProvide RDF search (SPARQL)\u003c/p\u003e\u003cp\u003eRebuilder utility (for disaster recovery and data migration)\u003c/p\u003e\u003cp\u003eEntire repository can be rebuilt from the digital object and content files\u003c/p\u003e\u003cp\u003eContent model architecture (define \""types\"" of objects by their content)\u003c/p\u003e\u003cp\u003eMany storage options (database and file systems)\u003c/p\u003e\u003cp\u003eJMS messaging (your apps can \""listen\"" to repository events)\u003c/p\u003e\u003cp\u003eWeb-based administrator GUI (low-level object editing)\u003c/p\u003e\u003cp\u003eOAI-PMH provider service\u003c/p\u003e\u003cp\u003eGSearch (fulltext) search service\u003c/p\u003e\u003cp\u003eMultiple, customer driven front-ends\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1221.jpg"",""creators_name"":""Duraspace"",""creators_email"":null,""creators_url"":""https://duraspace.org/"",""star_average"":0.0,""url"":""https://duraspace.org/fedora/"",""last_updated"":""2018-10-12"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://wiki.duraspace.org/display/FF"",""thumb_url"":""images/tools/2/1221-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://wiki.duraspace.org/display/FF,https://duraspace.org/fedora/,Fedora Commons,"Fedora (Flexible Extensible Digital Object Repository Architecture) was originally developed by researchers at Cornell University as an architecture to store, manage, and access digital content in the form of digital objects. Fedora defines a set of abstractions for expressing digital objects, asserting relationships among digital objects, and linking behaviors to digital objects. Developed by the community and stewarded by Duraspace —  a nonprofit involved with open source technology projects including VIVO and DSpace — Fedora Commons implements the Fedora abstractions in an open source, modular repository system for managing and disseminating digital content. Fedora Commons is widely used in the academic sector as a basis for digital libraries, archives, or repository systems. Its worldwide installed user base includes academic and cultural heritage organizations, universities, research institutions, university libraries, national libraries, government agencies, and more.Management and maintenance of any digital content type and of metadata about content in any formatScale to millions of objectsAccess data via APIs (REST/SOAP)Provide RDF search (SPARQL)Rebuilder utility (for disaster recovery and data migration)Entire repository can be rebuilt from the digital object and content filesContent model architecture (define ""types"" of objects by their content)Many storage options (database and file systems)JMS messaging (your apps can ""listen"" to repository events)Web-based administrator GUI (low-level object editing)OAI-PMH provider serviceGSearch (fulltext) search serviceMultiple, customer driven front-ends",Fedora Commons,,https://tapor.ca/images/tools/2/1221.jpg,0,84,,
,,,,,,,,,,89,,
,,,,,,,,,,90,,
,,,,,,,,,,65,,
1223,"{""id"":1223,""user_id"":1,""name"":""Xalan"",""detail"":""\u003cp\u003eXalan is an XSLT processor for transforming XML documents into HTML, text, or other XML document types. It implements XSL Transformations (XSLT) Version 1.0 and XML Path Language (XPath) Version 1.0.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eConversion between structured markup formats\u003c/p\u003e\u003cp\u003eStylesheet validation\u003c/p\u003e It is available for Java and C++."",""is_approved"":true,""image_url"":""images/tools/2/1223.jpg"",""creators_name"":""Apache Software Foundation"",""creators_email"":""xalan-j-users@xml.apache.org"",""creators_url"":null,""star_average"":0.0,""url"":""http://xml.apache.org/xalan-j/"",""last_updated"":""2021-12-03"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1223-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://xml.apache.org/xalan-j/,Xalan,"Xalan is an XSLT processor for transforming XML documents into HTML, text, or other XML document types. It implements XSL Transformations (XSLT) Version 1.0 and XML Path Language (XPath) Version 1.0.Features: Conversion between structured markup formatsStylesheet validation It is available for Java and C++.",Apache Xalan,,https://tapor.ca/images/tools/2/1223.jpg,0,,,
1229,"{""id"":1229,""user_id"":1,""name"":""3DVIA Virtools"",""detail"":""\u003cp\u003eA software tool for the creation of 3D interactive environments. It may be used to model and interact with physical objects that currently or have previously existed in the real world, or create virtual environments that have not previously encountered. VirTool player software is available for Microsoft Windows, Apple MacOS X, Nintendo Wii and Microsoft Xbox 360.\u003c/p\u003e \u003cp\u003eIt now exists today more as a commercial tool for business to include 3D  experiences in various aspects of their activities.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1229.jpg"",""creators_name"":""Dassault Systemes"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.3ds.com/products-services/3dvia/"",""last_updated"":""2021-11-16"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1229-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.3ds.com/products-services/3dvia/,3DVIA Virtools,"A software tool for the creation of 3D interactive environments. It may be used to model and interact with physical objects that currently or have previously existed in the real world, or create virtual environments that have not previously encountered. VirTool player software is available for Microsoft Windows, Apple MacOS X, Nintendo Wii and Microsoft Xbox 360. It now exists today more as a commercial tool for business to include 3D  experiences in various aspects of their activities.",Virtools,,https://tapor.ca/images/tools/2/1229.jpg,0,83,,
1234,"{""id"":1234,""user_id"":1,""name"":""Zoomify"",""detail"":""\u003cp\u003eA suite of products developed for web designers that may be used to convert large images into a form that can be zoomed and panned. Zoomify enables large images to be viewed and manipulated, without an increase in server load or download time. It converts large images stored in raster formats (e.g. TIFF, JPEG) into a set of pieces or 'tiles' The individual pieces contain sub-sections of the image at different resolutions or levels of zoom, which are combined to create a type of mosaic.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eEnables access to high quality still images without an increase in server load\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1234.jpg"",""creators_name"":""Zoomify Inc."",""creators_email"":""support@zoomify.com"",""creators_url"":null,""star_average"":0.0,""url"":""http://www.zoomify.com/"",""last_updated"":""2021-09-09"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1234-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.zoomify.com/,Zoomify,"A suite of products developed for web designers that may be used to convert large images into a form that can be zoomed and panned. Zoomify enables large images to be viewed and manipulated, without an increase in server load or download time. It converts large images stored in raster formats (e.g. TIFF, JPEG) into a set of pieces or 'tiles' The individual pieces contain sub-sections of the image at different resolutions or levels of zoom, which are combined to create a type of mosaic.Features: Enables access to high quality still images without an increase in server load",Zoomify,,https://tapor.ca/images/tools/2/1234.jpg,0,,,
1235,"{""id"":1235,""user_id"":1,""name"":""BBEdit"",""detail"":""\u003cp\u003eA text editor designed for use by software developers and web designers to edit, search, and manipulate text. BBEdit provides native support for several programming and scripting languages. Third party custom modules are available, created by users, to handle languages that are not supported in the native application.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eMulti-file text searching\u003c/p\u003e\u003cp\u003eScripting\u003c/p\u003e\u003cp\u003eSyntax highlighting for ANSI C, C++, CSS, Fortran (through Fortran 95), HTML, Java, JavaScript, JSP, Object Pascal, Objective-C, Objective-C++, Perl, PHP, Python, Rez, Ruby, Setext, SQL,  Tcl, Tex, UNIX shell scripts, XML and YAML\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1235.jpg"",""creators_name"":""Bare Bones Software"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1235-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,BBEdit,"A text editor designed for use by software developers and web designers to edit, search, and manipulate text. BBEdit provides native support for several programming and scripting languages. Third party custom modules are available, created by users, to handle languages that are not supported in the native application.Features: Multi-file text searchingScriptingSyntax highlighting for ANSI C, C++, CSS, Fortran (through Fortran 95), HTML, Java, JavaScript, JSP, Object Pascal, Objective-C, Objective-C++, Perl, PHP, Python, Rez, Ruby, Setext, SQL,  Tcl, Tex, UNIX shell scripts, XML and YAML",BBEdit,,https://tapor.ca/images/tools/2/1235.jpg,0,,,
1240,"{""id"":1240,""user_id"":1,""name"":""Camtasia"",""detail"":""\u003cp\u003eCamtasia is Mac/Windows software for recording screencasts and editing video. Videos can be sent directly to YouTube or integrated with Google Drive. Camtasia is the high end of a suite of screen capture products. SnagIt is a cheaper alternative with fewer features. Jing, the most basic of the TechSmith screen capture products, is free.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1240.jpg"",""creators_name"":""TechSmith Corporation"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.techsmith.com/store/camtasia?utm_source=google\u0026utm_medium=g\u0026utm_campaign=1524774665\u0026utm_content=58548108855\u0026utm_term=camtasia\u0026gclid=EAIaIQobChMI_LX8pvn_3QIVDJ9-Ch1JpQOPEAAYASAAEgJlUPD_BwE"",""last_updated"":""2018-10-12"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1240-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.techsmith.com/store/camtasia?utm_source=google&utm_medium=g&utm_campaign=1524774665&utm_content=58548108855&utm_term=camtasia&gclid=EAIaIQobChMI_LX8pvn_3QIVDJ9-Ch1JpQOPEAAYASAAEgJlUPD_BwE,Camtasia,"Camtasia is Mac/Windows software for recording screencasts and editing video. Videos can be sent directly to YouTube or integrated with Google Drive. Camtasia is the high end of a suite of screen capture products. SnagIt is a cheaper alternative with fewer features. Jing, the most basic of the TechSmith screen capture products, is free.",Camtasia,,https://tapor.ca/images/tools/2/1240.jpg,0,61,,
,,,,,,,,,,81,,
,,,,,,,,,,84,,
1241,"{""id"":1241,""user_id"":1,""name"":""CamStudio"",""detail"":""\u003cp\u003eCamStudio is free and open source screencasting software that saves the video as AVI files, though a Flash converter is included.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1241.jpg"",""creators_name"":"""",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.movavi.com/support/how-to/camstudio-review.html?gclid=EAIaIQobChMI9JKhwMSR3gIVDNVkCh0ORATzEAAYASAAEgIEb_D_BwE"",""last_updated"":""2018-10-19"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1241-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.movavi.com/support/how-to/camstudio-review.html?gclid=EAIaIQobChMI9JKhwMSR3gIVDNVkCh0ORATzEAAYASAAEgIEb_D_BwE,CamStudio,"CamStudio is free and open source screencasting software that saves the video as AVI files, though a Flash converter is included.",CamStudio,,https://tapor.ca/images/tools/2/1241.jpg,0,81,,
